gene	bait	correlation
NP_728830	NP_610968	-0.9936055555517019
NP_648303	NP_610968	-0.9976603967024353
NP_648211	NP_610968	-0.9978682366849725
NP_611955	NP_610968	0.9925853228248843
NP_649827	NP_610968	-0.9993337953241435
NP_650528	NP_610968	-0.992877423131567
NP_726596	NP_610968	0.9944715129090722
NP_732088	NP_610968	-0.9955336928621906
NP_731309	NP_610968	0.9975000944945631
NP_612047	NP_610968	-0.9975389814133171
NP_648090	NP_610968	-0.9997545085269758
NP_730427	NP_610968	0.9921253172440986
NP_649835	NP_610968	0.9996221240523969
NP_612093	NP_610968	-0.9950554214015278
NP_648945	NP_610968	-0.9990575124447995
NP_611463	NP_610968	-0.9982157385199497
NP_732623	NP_610968	-0.9986628429191046
NP_649890	NP_610968	-0.9993014306705159
NP_651208	NP_610968	-0.9995701677606276
NP_723870	NP_610968	0.9998851646752173
NP_647623	NP_610968	0.9997265170653573
NP_648597	NP_610968	-0.9995937853475869
NP_651922	NP_610968	0.9993459047199261
NP_732263	NP_610968	-0.9908234381287376
NP_730941	NP_610968	0.9957201496280473
NP_729679	NP_610968	0.9999961462234349
NP_651756	NP_610968	-0.9952110626035027
NP_996171	NP_610968	-0.9896661673053184
NP_648054	NP_610968	-0.9913019471002693
NP_788548	NP_610968	-0.9964975189985252
NP_725412	NP_610968	-0.999157621999406
NP_730891	NP_610968	-0.9999811216384346
NP_649278	NP_610968	-0.9978299057070438
NP_649253	NP_610968	-0.9999849729407733
NP_650691	NP_610968	-0.9971718360930559
NP_725502	NP_610968	0.9952539270184351
NP_727668	NP_610968	-0.9986933171243516
NP_650646	NP_610968	0.996958998648204
NP_610986	NP_610968	-0.992905867968603
NP_725175	NP_610968	-0.9973190777504893
NP_723484	NP_610968	-0.999186784383589
NP_726111	NP_610968	0.9925538902794503
NP_647638	NP_610968	-0.9907265123110495
NP_611410	NP_610968	0.9996999198248729
NP_650695	NP_610968	-0.9987689055063503
NP_651177	NP_610968	-0.9967900402088977
NP_648804	NP_610968	-0.9993043371022742
NP_649813	NP_610968	-0.9941392691491377
NP_651649	NP_610968	0.9985782561686971
NP_651351	NP_610968	-0.9966127638462946
NP_650338	NP_610968	0.9950228970578257
NP_648289	NP_610968	-0.9987096329403738
NP_728830	NP_724456	0.9967182799929716
NP_726596	NP_724456	-0.9960434557742823
NP_732088	NP_724456	0.9950402567344986
NP_731309	NP_724456	-0.9923883087005064
NP_729803	NP_724456	0.9971961085480843
NP_788056	NP_724456	-0.9997737459060767
NP_728811	NP_724456	-0.9934259636706261
NP_730435	NP_724456	0.9938768660264768
NP_730600	NP_724456	0.9976999058600581
NP_995827	NP_724456	0.9981334188360432
NP_731688	NP_724456	-0.9997000509612918
NP_728672	NP_724456	-0.9996311860840092
NP_725502	NP_724456	-0.9953263305661663
NP_729788	NP_724456	-0.9947703463913176
NP_650565	NP_001163784	0.997224189027548
NP_647887	NP_001163784	-0.996220795481138
NP_647636	NP_001163784	-0.9897308481309948
NP_001286321	NP_001163784	-0.9987861186617583
NP_647931	NP_001163784	-0.9992610502241607
NP_001262255	NP_001163784	-0.9968848308328969
NP_001284957	NP_001163784	-0.996894806689025
NP_650131	NP_001163784	0.9932856148706377
NP_523450	NP_001163784	0.9997679621465853
NP_572475	NP_001163784	-0.9983889803915867
NP_733336	NP_001163784	-0.9991508740131302
NP_001246747	NP_001163784	0.9918273290729894
NP_723510	NP_001163784	0.9965814660212747
NP_651435	NP_001163784	-0.9971337550441369
NP_572536	NP_001163784	-0.9941267757071974
NP_650253	NP_001163784	0.9998751401275507
NP_611650	NP_001163784	0.9978247945343486
NP_651326	NP_001163784	0.992891762684854
NP_476578	NP_001163784	-0.998872929917202
NP_524654	NP_001163784	-0.9915305549728874
NP_651243	NP_001163784	0.9927893552662809
NP_651455	NP_001163784	-0.9990311687277993
NP_788610	NP_001163784	0.9990558590146226
NP_610876	NP_001163784	0.999953392616317
NP_611175	NP_001163784	0.9911816854233425
NP_001260990	NP_001163784	-0.9942379478063954
NP_001261596	NP_001163784	0.9994941267190165
NP_650854	NP_001163784	-0.9944434098114849
NP_001287463	NP_001163784	0.9918209758913122
NP_001262182	NP_001163784	-0.9994993004594198
NP_001285107	NP_001163784	0.9991302671749407
NP_572215	NP_001163784	-0.9945417741808349
NP_001262316	NP_001163784	-0.9997957648952113
NP_001260339	NP_001163784	0.9998657002293521
NP_001262494	NP_001163784	0.9971267145900122
NP_511068	NP_001163784	-0.9991594222453222
NP_608834	NP_001163784	0.999991740429808
NP_726358	NP_001163784	-0.9999084451697959
NP_608375	NP_001163784	0.9920635347708195
NP_732572	NP_001163784	0.9991698375356566
NP_001246855	NP_001163784	-0.9980659880666221
NP_572884	NP_001163784	-0.9941334503879572
NP_726775	NP_001163784	-0.9991815104272918
NP_001261597	NP_001163784	-0.999921317868493
NP_610178	NP_001163784	0.99681035165197
NP_650248	NP_001163784	0.9991827209049162
NP_001262884	NP_001163784	0.99956335682499
NP_001259941	NP_001163784	0.9920073840275582
NP_477453	NP_001163784	0.9974197601384247
NP_610400	NP_001163784	0.9938664355809242
NP_524901	NP_001163784	0.9988094263546067
NP_572434	NP_001163784	0.9998542613601106
NP_001285072	NP_001163784	-0.9959573770311091
NP_649090	NP_001163784	-0.9950143714033342
NP_652610	NP_001163784	-0.9957578808008161
NP_523568	NP_001163784	-0.9923239482109443
NP_996288	NP_001163784	0.9913154759421374
NP_650705	NP_001163784	-0.9986812189522165
NP_611091	NP_001163784	-0.9912894234798203
NP_729910	NP_001163784	-0.999740181110999
NP_570025	NP_001163784	0.999229569432506
NP_788288	NP_001163784	-0.9956621427158265
NP_001303457	NP_001163784	-0.9906648546213089
NP_001286076	NP_001163784	0.9996752377126099
NP_001262294	NP_001163784	0.99821648582355
NP_476946	NP_001163784	0.9992243121461868
NP_001247392	NP_001163784	0.998107562803324
Q9GYV5	NP_001163784	-0.9999151854383903
NP_609709	NP_001163784	0.9998411708584513
NP_001261351	NP_001163784	-0.9983089438980994
NP_610501	NP_001163784	0.9992717569881795
NP_611966	NP_001163784	0.996507656037447
NP_651659	NP_001163784	-0.9999998941294671
NP_524905	NP_001163784	-0.9998118934907276
NP_476586	NP_001163784	-0.9994357131633257
NP_611363	NP_001163784	0.9994778702185187
NP_524651	NP_001163784	0.9956657348093688
NP_001260930	NP_001163784	-0.9988454030773976
NP_524246	NP_001163784	-0.9946332427169068
NP_523791	NP_001163784	-0.9934113103743806
NP_611884	NP_001163784	-0.9999998590261193
NP_001287483	NP_001163784	0.9921593387377533
NP_727320	NP_001163784	-0.9926831368993955
NP_001246231	NP_001163784	0.9976603995541565
NP_001246838	NP_001163784	0.9966870565736263
NP_610120	NP_001163784	0.9966956304884577
NP_477395	NP_001163784	0.9920569003307718
NP_649470	NP_001163784	-0.9993175381015295
NP_572303	NP_001163784	0.99748159788833
NP_524653	NP_001163784	-0.9984981827519338
NP_476667	NP_001163784	-0.9939222976929559
NP_477370	NP_001163784	0.9971546876757221
NP_001245400	NP_001163784	0.9909782879669822
NP_001260089	NP_001163784	-0.9993262199429637
NP_477153	NP_001163784	-0.9999667682493973
NP_651314	NP_001163784	0.9998832571633397
NP_001285570	NP_001163784	0.995082032067559
NP_001287182	NP_001163784	0.9962620233171079
NP_647705	NP_001163784	-0.9945357220249029
NP_477291	NP_001163784	0.9975641344938448
NP_648621	NP_001163784	-0.9901967067010993
NP_001285928	NP_001163784	-0.9982986845209332
NP_523701	NP_001163784	-0.9955635877654126
NP_001284731	NP_001163784	-0.999412168316914
NP_732773	NP_001163784	-0.9992318574302073
NP_610849	NP_001163784	-0.9922993113631662
NP_725591	NP_001163784	-0.9975177339388958
NP_001259146	NP_001163784	0.99777221611
NP_651753	NP_001163784	0.9991047205933525
NP_523935	NP_001163784	0.9935571379747118
NP_001285794	NP_001163784	-0.9906859611509344
